انتقام,negative
اباحه,negative
اباحي,negative
اباحيه,negative
اباد,negative
ابالس,negative
ابالسه,negative
ابتزاز,negative
ابشع,negative
ابله,negative
ابوجهل,negative
ابيتم,negative
ابيح,negative
اتألش,negative
اتبهدل,negative
اتبهدلت,negative
اتجنن,negative
اتحاكم,negative
اتحبس,negative
اتحبست,negative
اتحكم,negative
اتحنطر,negative
اتخانق,negative
اتخدعت,negative
اتخمد,negative
اتخنقت,negative
اتدبحت,negative
اتذل,negative
اتربت,negative
اترحل,negative
اترمت,negative
اتسجنت,negative
اتسجنتم,negative
اتسحبت,negative
اتسحل,negative
اتسحلت,negative
اتسرق,negative
اتسرقت,negative
اتسول,negative
اتشتم,negative
اتشطف,negative
اتصدم,negative
اتضربوا,negative
اتظلم,negative
اتعذب,negative
اتعذبت,negative
اتعرت,negative
اتعروا,negative
اتعري,negative
اتعس,negative
اتغلب,negative
اتغمس,negative
اتف,negative
اتفرتك,negative
اتفشخ,negative
اتفقست,negative
اتفو,negative
اتقتل,negative
اتقتلوا,negative
اتقي,negative
اتكتم,negative
اتكسرت,negative
اتلم,negative
اتلهي,negative
اتنيل,negative
اتهانت,negative
اتهبلت,negative
اتهد,negative
اتهزأت,negative
اتهزم,negative
اتهمت,negative
اتهمته,negative
اتهمو,negative
اجبار,negative
اجبن,negative
اجرام,negative
اجلد,negative
اجهاض,negative
اجهض,negative
اجهل,negative
احا,negative
احباط,negative
احبسو,negative
احبطو,negative
احتجاج,negative
احتجاجيه,negative
احتجاز,negative
احتشاد,negative
احتقر,negative
احتقرك,negative
احتكار,negative
احتل,negative
احتلال,negative
احتلت,negative
احذر,negative
احراقها,negative
احرق,negative
احرمونا,negative
احسنلك,negative
احقر,negative
احلف,negative
احمر,negative
احه,negative
احيه,negative
اختطاف,negative
اختفت,negative
اختلاف,negative
اخرس,negative
اخرسو,negative
اخرص,negative
اخس,negative
اخسر,negative
اخسئ,negative
اخشي,negative
اخص,negative
اخطا,negative
اخطاء,negative
اخطاؤ,negative
اخطاؤه,negative
اخطائ,negative
اخطر,negative
اخن,negative
ادغال,negative
ادمان,negative
اراجوز,negative
ارحل,negative
ارحم,negative
ارحمنا,negative
ارحمني,negative
ارحمونا,negative
اردح,negative
ارزل,negative
ارعن,negative
ارف,negative
ارفت,negative
ارفض,negative
ارهاب,negative
ارهابي,negative
ازدراء,negative
ازعاج,negative
ازعر,negative
ازمات,negative
ازمه,negative
استبحس,negative
استبداد,negative
استبعاد,negative
استحل,negative
استحواذ,negative
استخفاف,negative
استرخصوك,negative
استشهد,negative
استظراف,negative
استعباد,negative
استعباط,negative
استعمار,negative
استغباء,negative
استغفلو,negative
استغل,negative
استغلال,negative
استغلالي,negative
استفزاز,negative
استكراد,negative
استنزاف,negative
استنطاع,negative
استنكر,negative
استهانه,negative
استهبال,negative
استهبل,negative
استهتار,negative
استهزاء,negative
استهزائك,negative
استيلاء,negative
اسف,negative
اسفاف,negative
اسفخص,negative
اسفي,negative
اسقاط,negative
اسقط,negative
اسكت,negative
اسوا,negative
اسيادك,negative
اشاع,negative
اشتباك,negative
اشتعال,negative
اشتغال,negative
اشتم,negative
اشتمك,negative
اشتمو,negative
اشقاء,negative
اشكالكو,negative
اشمازاز,negative
اشمئزاز,negative
اصابه,negative
اصطناع,negative
اصعب,negative
اصفخص,negative
اصمت,negative
اصنام,negative
اصيب,negative
اضراب,negative
اضرب,negative
اضربو,negative
اضطراب,negative
اضطهاد,negative
اضمحلال,negative
اطاح,negative
اطرشيت,negative
اطماع,negative
اعاصير,negative
اعتبار,negative
اعتباط,negative
اعتداء,negative
اعتراض,negative
اعترض,negative
اعتصام,negative
اعتصم,negative
اعتصمت,negative
اعتقال,negative
اعتقل,negative
اعدام,negative
اعدائك,negative
اعدمو,negative
اعذار,negative
اعريك,negative
اعزاز,negative
اعمي,negative
اعور,negative
اعيل,negative
اغباء,negative
اغبيا,negative
اغبياء,negative
اغتال,negative
اغتصاب,negative
اغتصب,negative
اغتصبو,negative
اغتيال,negative
اغضب,negative
اغنام,negative
افاك,negative
افتر,negative
افتراء,negative
افتري,negative
افتعال,negative
افرم,negative
افساد,negative
افسد,negative
افسدت,negative
افشل,negative
افضحو,negative
افلاس,negative
افلس,negative
اقبح,negative
اقتحام,negative
اقتحم,negative
اقذر,negative
اقصاء,negative
اقهرك,negative
اكاذيب,negative
اكتئاب,negative
اكدب,negative
اكذب,negative
اكذوبه,negative
اكره,negative
اكفر,negative
الافتراء,negative
الاقنعه,negative
الالتزام,negative
الام,negative
الجفاف,negative
الحاد,negative
الحافي,negative
الفران,negative
الم,negative
المخلوع,negative
النصيبه,negative
امثل,negative
امكو,negative
اموت,negative
انانيتك,negative
انبش,negative
انتحار,negative
انتحر,negative
انتحرت,negative
انتش,negative
انتقاد,negative
انتقاض,negative
انتقام,negative
انتقد,negative
انتقم,negative
انتن,negative
انتهار,negative
انتهاز,negative
انتهازي,negative
انتهاك,negative
انتهكت,negative
انجاس,negative
انجرحت,negative
انجس,negative
انحدار,negative
انحدرت,negative
انحطاط,negative
اندال,negative
اندل,negative
انسحب,negative
انسرق,negative
انشغال,negative
انضرب,negative
انظلم,negative
انفصال,negative
انفصام,negative
انفعل,negative
انفلات,negative
انقاض,negative
انقسام,negative
انقطاع,negative
انقلاب,negative
انكار,negative
انكشفت,negative
انيل,negative
اهاجم,negative
اهانه,negative
اهانو,negative
اهبل,negative
اهدار,negative
اهدارا,negative
اهطل,negative
اهمال,negative
اهمد,negative
اوباش,negative
اوبئه,negative
اوساخ,negative
اوسخ,negative
اوع,negative
اوعا,negative
اوعوا,negative
اومك,negative
اونطجي,negative
اونطه,negative
اياكم,negative
ايدز,negative
ايذائ,negative
ايذائه,negative
ايهانه,negative
إجهاض,negative
أغبيه,negative
باحتقرك,negative
بارد,negative
باطل,negative
باظت,negative
باع,negative
باعو,negative
بالعافيه ,negative
بانجو,negative
باهظ,negative
بايخ,negative
بايظ,negative
بائد,negative
بتاكلك,negative
بتبجح,negative
بتبلطج,negative
بتبهدل,negative
بتبوظ,negative
بتتبل,negative
بتتحرق,negative
بتترعبو,negative
بتتسحل,negative
بتتسرق,negative
بتتشتم,negative
بتتشطر,negative
بتتضرب,negative
بتتظاهر,negative
بتتفقع,negative
بتتكسر,negative
بتتناك,negative
بتتهدم,negative
بتجوع,negative
بتحرض,negative
بتحشش,negative
بتخاف,negative
بتخر,negative
بتخرب,negative
بتخون,negative
بتذل,negative
بتريل,negative
بتزعق,negative
بتستظرف,negative
بتشتم,negative
بتشتمو,negative
بتصرخ,negative
بتضايقك,negative
بتضيع,negative
بتقل,negative
بتكدب,negative
بتموت,negative
بتناضل,negative
بتنجس,negative
بتهاجم,negative
بتهاجمك,negative
بتهتف,negative
بتهرتل,negative
بتهزر,negative
بتهيج,negative
بتوجع,negative
بتولع,negative
بجاحتك,negative
بجاحه,negative
بجح,negative
بجم,negative
بجهل,negative
بحزرك,negative
بخبث,negative
بدمار,negative
بذاء,negative
بذائه,negative
بذمتكو,negative
بذيء,negative
بذيئ,negative
بردع,negative
بردعه,negative
برسيم,negative
برشم,negative
برطوش,negative
برهج,negative
برياله,negative
بزمتك,negative
بسب,negative
بسباب,negative
بسببك,negative
بسكاتك,negative
بسيط,negative
بشتم,negative
بشتيمتك,negative
بشع,negative
بضن,negative
بضيع,negative
بطاله,negative
بطش,negative
بطئ,negative
بظرميط,negative
بظلمك,negative
بعبع,negative
بعزق,negative
بعيب,negative
بعيط,negative
بغال,negative
بغباؤه,negative
بغدر,negative
بغض,negative
بغضا,negative
بغل,negative
بغيظ,negative
بغيظكم,negative
بفتات,negative
بقتلو,negative
بقر,negative
بكرهك,negative
بكي,negative
بلاغ,negative
بلاغات,negative
بلاهه,negative
بلاوي,negative
بلط,negative
بلطج,negative
بلطجه,negative
بلطجي,negative
بلطجيه,negative
بلع,negative
بلهاء,negative
بنتسحل,negative
بنتعر,negative
بنتكلم,negative
بنحرق,negative
بنخاف,negative
بندمر,negative
بنركبك,negative
بنزيف,negative
بنشتم,negative
بنضرب,negative
بنعقد,negative
بنعيد,negative
بنفضح,negative
بنكذب,negative
بنكرهك,negative
بننتقض,negative
بهاايم,negative
بهايم,negative
بهائم,negative
بهتان,negative
بهدل,negative
بهدلتو,negative
بهدلتوهم,negative
بهدله,negative
بهوس,negative
بهيم,negative
بهيمه,negative
بواختك,negative
بوذ,negative
بوظ,negative
بيتجنن,negative
بيتريق,negative
بيتشتم,negative
بيتشطف,negative
بيتظاهروا,negative
بيتعاط,negative
بيتعصب,negative
بيتعل,negative
بيتقتل,negative
بيتنطط,negative
بيتنك,negative
بيتهبل,negative
بيحبسهم,negative
بيحبط,negative
بيحبطن,negative
بيحتل,negative
بيحذرو,negative
بيحرض,negative
بيحشش,negative
بيخطفو,negative
بيخطئ,negative
بيردوش,negative
بيره,negative
بيزعق,negative
بيستغل,negative
بيستهبل,negative
بيشتم,negative
بيشتم ,negative
بيشتمك,negative
بيشتموك,negative
بيشمت,negative
بيضربو,negative
بيطرش,negative
بيظبط,negative
بيعيط,negative
بيغظ,negative
بيغلط,negative
بيفرق,negative
بيقبض,negative
بيقبضو,negative
بيقبضوك,negative
بيكابر,negative
بيكاك,negative
بيكدب,negative
بيكذب,negative
بيلطش,negative
بيموتو,negative
بيموتوا,negative
بيناضل,negative
بينتحل,negative
بينداس,negative
بيهجص,negative
بيهدد,negative
بيهرب,negative
بيهرتل,negative
بيهزر,negative
بيهش,negative
بيهفلت,negative
بيهلفط,negative
بيهيج,negative
تافه,negative
تافهه,negative
تاكلك,negative
تايه,negative
تايهه,negative
تباطؤ,negative
تبجح,negative
تبذ,negative
تبضن,negative
تبطل,negative
تبك,negative
تبكي,negative
تبيح,negative
تتبعزق,negative
تتجاهل,negative
تتحبس,negative
تتحبسوا,negative
تتحرق,negative
تتحسر,negative
تتحشر,negative
تتخاذل,negative
تتخاصم,negative
تتخرس,negative
تتخزوق,negative
تتخض,negative
تتخطف,negative
تتخلي,negative
تتراجع,negative
تترب,negative
تتربي,negative
تترحم,negative
تتردد,negative
تتريق,negative
تتسجن,negative
تتسحل,negative
تتسلح,negative
تتسول,negative
تتشتم,negative
تتشرد,negative
تتشل,negative
تتشلح,negative
تتشملل,negative
تتصاب,negative
تتطاول,negative
تتظاهر,negative
تتظاهرون,negative
تتظلم,negative
تتعارض,negative
تتعاطوها,negative
تتعدم,negative
تتعذب,negative
تتعر,negative
تتعرض,negative
تتعظوا,negative
تتعقب,negative
تتفرس,negative
تتفنن,negative
تتقاعدوا,negative
تتقبض,negative
تتقتلو,negative
تتقمص,negative
تتكتم,negative
تتكسف,negative
تتلسع,negative
تتلم,negative
تتمسح,negative
تتمم,negative
تتناك,negative
تتنح,negative
تتنفخ,negative
تتنكر,negative
تتنيل,negative
تتهان,negative
تتهد,negative
تتهدد,negative
تتهم,negative
تتهومنا,negative
تتواطا,negative
تتوب,negative
تتورطوا,negative
تتوكس,negative
تجادل,negative
تجاهل,negative
تجبر,negative
تجرح,negative
تجرعت,negative
تجرو,negative
تجريح,negative
تجريم,negative
تجسس,negative
تجوع,negative
تجويع,negative
تحارب,negative
تحاسب,negative
تحاصر,negative
تحاكمك,negative
تحايل,negative
تحبس,negative
تحبط,negative
تحتج,negative
تحترق,negative
تحتقر,negative
تحذر,negative
تحذير,negative
تحرش,negative
تحرق,negative
تحرم,negative
تحرمنا,negative
تحرمو,negative
تحريض,negative
تحريضك,negative
تحزن,negative
تحسد,negative
تحسس,negative
تحسسو,negative
تحشر,negative
تحشيش,negative
تحطم,negative
تحقتر,negative
تحقير,negative
تحك,negative
تحملتم,negative
تخاذل,negative
تخاريف,negative
تخازل,negative
تخاف,negative
تخب,negative
تخبط,negative
تخترق,negative
تختلفي,negative
تخجل,negative
تخدر,negative
تخدع,negative
تخدك,negative
تخذلكم,negative
تخرب,negative
تخرس,negative
تخرص,negative
تخريب,negative
تخريف,negative
تخز,negative
تخسر,negative
تخش,negative
تخشي,negative
تخض,negative
تخطء,negative
تخطيء,negative
تخطئ,negative
تخلص,negative
تخلصكم,negative
تخلف,negative
تخوف,negative
تخون,negative
تخونو,negative
تخويف,negative
تخوين,negative
تخيف,negative
تخين,negative
تدافع,negative
تدبحو,negative
تدعمه,negative
تدعي,negative
تدلس,negative
تدليس,negative
تدمر,negative
تدمير,negative
تدني,negative
تدهور,negative
تذبح,negative
تراجع,negative
تراشق,negative
تراق,negative
ترامادول,negative
تربوك,negative
تربيك,negative
تربيه,negative
ترتجف,negative
ترحل,negative
ترعب,negative
ترفض,negative
ترك,negative
تركب,negative
تركبك,negative
تركع,negative
تركيع,negative
ترمادول,negative
ترموك,negative
ترن,negative
ترهيب,negative
تريقه,negative
تزرط,negative
تزعل,negative
تزعلك,negative
تزعلو,negative
تزلزل,negative
تزهق,negative
تزوغ,negative
تزوير,negative
تزيح,negative
تزيط,negative
تزييف,negative
تسب,negative
تستاهلوا,negative
تستبيحو,negative
تستجعل,negative
تستخف,negative
تستدرج,negative
تستسلم,negative
تستغل,negative
تستغيث,negative
تستلم,negative
تستنجد,negative
تستنزف,negative
تستنكرون,negative
تستهبلوش,negative
تستهزء,negative
تسجن,negative
تسجنو,negative
تسخر,negative
تسخن,negative
تسرق,negative
تسرقو,negative
تسريب,negative
تسفك,negative
تسفل,negative
تسقط,negative
تسقطو,negative
تسكت,negative
تسلط,negative
تسليح,negative
تسليط,negative
تسول,negative
تسويس,negative
تسيئ,negative
تشتت,negative
تشتم,negative
تشتمو,negative
تشتموك,negative
تشتيت,negative
تشجب,negative
تشخير,negative
تشد,negative
تشدد,negative
تشرذم,negative
تشعل,negative
تشل,negative
تشوه,negative
تشوهو,negative
تشويهه,negative
تشيع,negative
تشيل,negative
تصاب,negative
تصبر,negative
تصبرك,negative
تصتدم,negative
تصرخ,negative
تصفيه,negative
تصمت,negative
تصيح,negative
تضر,negative
تضرب,negative
تضربك,negative
تضطر,negative
تضعف,negative
تضللو,negative
تضليل,negative
تضيع,negative
تضييع,negative
تطاول,negative
تطبيل,negative
تطرف,negative
تطع,negative
تطعن,negative
تطغ,negative
تطغي,negative
تطهر,negative
تظاهر,negative
تظلم,negative
تعارض,negative
تعاقب,negative
تعاقبه,negative
تعب,negative
تعبان,negative
تعبت,negative
تعتدوا,negative
تعترض,negative
تعترف,negative
تعتفر,negative
تعتقل,negative
تعتقلع,negative
تعتقلو,negative
تعتيم,negative
تعجيز,negative
تعدم,negative
تعدي,negative
تعدياً,negative
تعذب,negative
تعذبو,negative
تعذيب,negative
تعر,negative
تعرص,negative
تعري,negative
تعريس,negative
تعريص,negative
تعريك,negative
تعريه,negative
تعزل,negative
تعزلوا,negative
تعسر,negative
تعسف,negative
تعصب,negative
تعصي,negative
تعط,negative
تعطيل,negative
تعل,negative
تعور,negative
تعورو,negative
تعورين,negative
تعويض,negative
تعيط,negative
تغتصب,negative
تغرق,negative
تغش,negative
تغصبن,negative
تغضب,negative
تغلط,negative
تغللط,negative
تغور,negative
تغيب,negative
تف,negative
تفاهه,negative
تفتت,negative
تفتر,negative
تفتن,negative
تفتي,negative
تفتيت,negative
تفتيش,negative
تفجير,negative
تفر,negative
تفرس,negative
تفرفر,negative
تفرقه,negative
تفريق,negative
تفز,negative
تفسد,negative
تفشخ,negative
تفشخك,negative
تفشل,negative
تفضح,negative
تفضحك,negative
تفلس,negative
تفو,negative
تفوقوا,negative
تقاضي,negative
تقاعس,negative
تقاعص,negative
تقاوم,negative
تقبض,negative
تقتحم,negative
تقتص,negative
تقتل,negative
تقتلك,negative
تقتلو,negative
تقرصيهم,negative
تقرف,negative
تقريص,negative
تقصر,negative
تقضي,negative
تقع,negative
تقل,negative
تقلعوك,negative
تقليل,negative
تقيل,negative
تكتم,negative
تكدب,negative
تكدس,negative
تكذب,negative
تكذبو,negative
تكذبوا,negative
تكذيب,negative
تكر,negative
تكره,negative
تكرهك,negative
تكسر,negative
تكسرو,negative
تكسف,negative
تكسير,negative
تكشف,negative
تكفر,negative
تكلك,negative
تكميم,negative
تلاعب,negative
تلجا,negative
تلجمك,negative
تلديس,negative
تلزقو,negative
تلطش,negative
تلعن,negative
تلعنك,negative
تلغي,negative
تلفيق,negative
تلقن,negative
تلم,negative
تلميح,negative
تلوث,negative
تليف,negative
تماطل,negative
تمثيل,negative
تمرد,negative
تمسخرك,negative
تمكر,negative
تمنع,negative
تمهل,negative
تموت,negative
تمويه,negative
تنافق,negative
تناقض,negative
تنبح,negative
تنتحر,negative
تنتحل,negative
تنتقد,negative
تنتقم,negative
تنتن,negative
تنتنيل,negative
تنتهي,negative
تنح,negative
تنحني,negative
تنخرس,negative
تندد,negative
تنديد,negative
تنرفز,negative
تنرفزن,negative
تنزع,negative
تنزف,negative
تنس,negative
تنسا,negative
تنسحب,negative
تنسو,negative
تنضرب,negative
تنفخ,negative
تنفضح,negative
تنقط,negative
تنكر,negative
تنكران,negative
تنكرها,negative
تنهبو,negative
تنهزم,negative
تنهش,negative
تنور,negative
تنيكك,negative
تنين,negative
تنييكك,negative
تهاجم,negative
تهان,negative
تهب,negative
تهتك,negative
تهد,negative
تهدد,negative
تهدر,negative
تهدم,negative
تهديد,negative
تهرب,negative
تهرتل,negative
تهريب,negative
تهريج,negative
تهزء,negative
تهزيء,negative
تهزيق,negative
تهزئ,negative
تهش,negative
تهكم,negative
تهمل,negative
تهمه,negative
تهميش,negative
تهور,negative
تهيج,negative
تهين,negative
تهييس,negative
تهييص,negative
تواطء,negative
تواطؤ,negative
توتر,negative
توجع,negative
تورط,negative
توري,negative
توريط,negative
تولع,negative
تولعو,negative
تولول,negative
توليع,negative
تؤجل,negative
تؤسفن,negative
ثعلب,negative
جازم,negative
جاسوس,negative
جاموس,negative
جاهل,negative
جايف,negative
جائر,negative
جبابر,negative
جبار,negative
جبان,negative
جبر,negative
جبروت,negative
جبن,negative
جبنك,negative
جثث,negative
جثمان,negative
جثه,negative
جحش,negative
جحود,negative
جحيم,negative
جدل,negative
جذم,negative
جراح,negative
جربوع,negative
جرح,negative
جرف,negative
جريمه,negative
جزم,negative
جزمه,negative
جشع,negative
جعان,negative
جفاء,negative
جلاد,negative
جلد,negative
جلط,negative
جلطه,negative
جمود,negative
جموس,negative
جنايه,negative
جنائي,negative
جنحه,negative
جنس,negative
جنن,negative
جننتو,negative
جننو,negative
جهال,negative
جهل,negative
جهنم,negative
جهيل,negative
جواسيس,negative
جيص,negative
حابس,negative
حارب,negative
حازق,negative
حاسب,negative
حاصر,negative
حاقد,negative
حانتحر,negative
حائر,negative
حبس,negative
حبسجي,negative
حبط,negative
حبيس,negative
حتتفشخ,negative
حتضييع,negative
حتعتقلو,negative
حثال,negative
حجه,negative
حدق,negative
حذاء,negative
حذاري,negative
حذر,negative
حراسه,negative
حرام,negative
حرامي,negative
حرب,negative
حرباً,negative
حرج,negative
حرض,negative
حرف,negative
حرق,negative
حرم,negative
حريق,negative
حزر,negative
حزمه,negative
حزن,negative
حزومبل,negative
حزين,negative
حسد,negative
حسره,negative
حسس,negative
حش,negative
حشاش,negative
حشر,negative
حشره,negative
حشش,negative
حشيش,negative
حشيشه,negative
حصار,negative
حطم,negative
حظر,negative
حقاره,negative
حقد,negative
حقدك,negative
حقر,negative
حقود,negative
حقودي,negative
حقير,negative
حلف,negative
حمار,negative
حماقتك,negative
حماقه,negative
حمرا,negative
حنخلص,negative
حنضيع,negative
حنموت,negative
حوادث,negative
حوست,negative
حيتخلع,negative
حيدمر,negative
حيضيع,negative
حيل,negative
حيموت,negative
حيوان,negative
خاب,negative
خابور,negative
خادع,negative
خارب,negative
خازوق,negative
خاسر,negative
خاصم,negative
خاطف,negative
خاطئ,negative
خاف,negative
خالف,negative
خان,negative
خانو,negative
خايب,negative
خايف,negative
خاين,negative
خائب,negative
خائف,negative
خائن,negative
خائنو,negative
خبتكو,negative
خبث,negative
خبط,negative
خبطت,negative
خبيت,negative
خبيث,negative
خداع,negative
خدر,negative
خدع,negative
خذل,negative
خرا,negative
خراب,negative
خرار,negative
خراشي,negative
خراف,negative
خرافه,negative
خرب,negative
خربان,negative
خربت,negative
خربتو,negative
خربو,negative
خربوا,negative
خرس,negative
خرسان,negative
خرست,negative
خرص,negative
خرطوش,negative
خرنق,negative
خره,negative
خريس,negative
خزعبل,negative
خزعبلي,negative
خزوق,negative
خزي,negative
خسارتك,negative
خساره,negative
خساسه,negative
خسر,negative
خسرت,negative
خسرتك,negative
خسرناك,negative
خسه,negative
خسيس,negative
خسئت,negative
خسئتم,negative
خش,negative
خصارتك,negative
خصومهم,negative
خطء,negative
خطأ,negative
خطر,negative
خطف,negative
خطوره,negative
خطير,negative
خطيرا,negative
خطئ,negative
خف,negative
خفه,negative
خلص,negative
خلصو,negative
خلع,negative
خلل,negative
خمر,negative
خمورج,negative
خنازير,negative
خناق,negative
خنق,negative
خنوع,negative
خوازيق,negative
خوف,negative
خوفك,negative
خول,negative
خون,negative
خونتو,negative
خيانه,negative
خيبتك,negative
خيبه,negative
خيخا,negative
خيسه,negative
خيل,negative
دابه,negative
داس,negative
داعر,negative
داهيه,negative
دبح,negative
دبحتن,negative
دجال,negative
دجل,negative
دزم,negative
دعاره,negative
دعاوي,negative
دعس,negative
دكتاتور,negative
دكه,negative
دلدول,negative
دم,negative
دماء,negative
دمار,negative
دمائه,negative
دمر,negative
دمع,negative
دمعا,negative
دمكم,negative
دموع,negative
دموي,negative
دني,negative
دنيء,negative
دهاء,negative
دهاك,negative
دهس,negative
دهيه,negative
دياث,negative
ديكتاتور,negative
ديوس,negative
ذباب,negative
ذبال,negative
ذبح,negative
ذبحو,negative
ذعر,negative
ذل,negative
ذليل,negative
ذنب,negative
ذنبك,negative
ذنوبي,negative
ذئب,negative
رافص,negative
راقاص,negative
راقص,negative
راكبك,negative
ربايه,negative
رجم,negative
رخاوه,negative
رخيص,negative
ردح,negative
ردع,negative
رذيله,negative
رزع,negative
رزل,negative
رشاش,negative
رشوه,negative
رصاص,negative
رصاصه,negative
رعاع,negative
رعب,negative
رعبا,negative
رغاي,negative
رفسه,negative
رفص,negative
رفض,negative
رقاص,negative
رقص,negative
ركب,negative
ركع,negative
ركيك,negative
رما,negative
رمم,negative
رهيب,negative
رهينه,negative
روث,negative
